loan_status,loan_amnt,term,int_rate,installment,emp_length,is_mortgage,is_rent,is_own,is_any,is_other,annual_inc,verification_status,is_verified,is_not_verified,is_source_verified,issue_d,dti,fico_range_low,fico_range_high,open_acc,pub_rec,revol_bal,revol_util,mort_acc,pub_rec_bankruptcies,age,pay_status,id_x,name_x,id_y,name_y,id_x,name_x,id_y,name_y
0,21000.0,36,9.99,677.52,2.0,1,0,0,0,0,0,Verified,1,0,0,2015-01-09 00:00:00,21.08,685.0,689,10,0,41604,76.6,4.0,0.0,24,-1,1,MORTGAGE,,,,,8,B3
0,24000.0,60,22.35,667.64,10.0,1,0,0,0,0,0,Verified,1,0,0,2012-01-02 00:00:00,19.46,660.0,664,16,0,16530,86.5,0.0,0.0,40,1,1,MORTGAGE,,,,,30,F5
0,10000.0,36,15.8,350.59,5.0,0,1,0,0,0,0,Not Verified,0,1,0,2013-01-01 00:00:00,28.9,680.0,684,14,1,7797,41.3,0.0,1.0,22,0,2,RENT,,,,,13,C3
0,16000.0,36,8.18,502.72,5.0,1,0,0,0,0,0,Not Verified,0,1,0,2015-01-09 00:00:00,18.08,710.0,714,17,0,10586,40.1,3.0,0.0,53,1,1,MORTGAGE,,,,,6,B1
0,-10800.0,60,22.15,299.21,8.0,1,0,0,0,0,0,Not Verified,0,1,0,2014-01-10 00:00:00,16.93,,674,13,2,8216,43.7,2.0,0.0,51,0,1,MORTGAGE,,,,,25,E5
0,15000.0,36,8.18,471.3,4.0,0,1,0,0,0,0,Source Verified,0,0,1,2015-01-06 00:00:00,19.42,660.0,664,8,0,13673,65.7,0.0,0.0,28,0,2,RENT,,,,,6,B1
0,-25000.0,36,13.67,850.44,10.0,0,1,0,0,0,0,Verified,1,0,0,2016-01-03 00:00:00,24.32,670.0,674,13,0,22290,58.4,4.0,0.0,36,0,2,RENT,,,,,13,C3
0,14400.0,36,6.03,438.28,1.0,0,1,0,0,0,0,Source Verified,0,0,1,2014-01-06 00:00:00,25.36,,739,19,0,10760,55.2,0.0,0.0,27,-1,2,RENT,,,,,1,A1
0,5500.0,36,13.67,187.1,4.0,1,0,0,0,0,0,Source Verified,0,0,1,2016-01-04 00:00:00,18.96,670.0,674,8,1,5447,41.3,1.0,1.0,28,1,1,MORTGAGE,,,,,13,C3
0,-13800.0,60,19.47,361.56,10.0,1,0,0,0,0,0,Source Verified,0,0,1,2014-01-03 00:00:00,21.33,750.0,754,22,0,19848,21.5,2.0,0.0,50,0,1,MORTGAGE,,,,,20,D5
0,16000.0,36,6.68,491.7,2.0,1,0,0,0,0,0,Not Verified,0,1,0,2015-01-04 00:00:00,5.55,720.0,724,6,0,14138,54.6,1.0,0.0,40,1,1,MORTGAGE,,,,,3,A3
0,8000.0,36,26.24,323.35,4.0,0,1,0,0,0,0,Not Verified,0,1,0,2017-01-04 00:00:00,27.6,,679,15,0,4231,39.9,0.0,0.0,34,0,2,RENT,,,,,25,E5
1,25000.0,60,13.67,577.44,4.0,1,0,0,0,0,0,Source Verified,0,0,1,2015-01-11 00:00:00,27.55,,739,8,0,9073,75.6,2.0,0.0,30,0,1,MORTGAGE,,,,,14,C4
0,19475.0,36,14.46,669.97,2.0,0,1,0,0,0,0,Not Verified,0,1,0,2016-01-03 00:00:00,19.74,710.0,714,19,0,29835,69.1,0.0,0.0,24,0,2,RENT,,,,,14,C4
1,14975.0,60,22.99,422.07,10.0,1,0,0,0,0,0,Source Verified,0,0,1,2015-01-01 00:00:00,15.99,680.0,684,12,0,7334,52.0,5.0,0.0,41,2,1,MORTGAGE,,,,,26,F1
0,24000.0,36,6.03,730.46,6.0,1,0,0,0,0,0,Source Verified,0,0,1,2014-01-09 00:00:00,16.45,770.0,774,11,0,11186,35.3,4.0,0.0,26,0,1,MORTGAGE,,,,,1,A1
0,-2000.0,36,10.42,64.93,1.0,0,1,0,0,0,0,Source Verified,0,0,1,2017-01-06 00:00:00,13.44,,729,5,0,4931,96.7,0.0,0.0,40,0,2,RENT,,,,,8,B3
0,10000.0,36,12.62,335.12,6.0,0,1,0,0,0,0,Source Verified,0,0,1,2017-01-09 00:00:00,10.49,665.0,669,8,0,14436,60.7,0.0,0.0,41,0,2,RENT,,,,,11,C1
0,10000.0,36,10.64,325.69,7.0,0,1,0,0,0,0,Verified,1,0,0,2013-01-07 00:00:00,9.36,735.0,739,10,1,7651,25.6,2.0,0.0,29,-2,2,RENT,,,,,7,B2
0,22000.0,36,9.17,701.34,,0,0,1,0,0,0,Verified,1,0,0,2014-01-10 00:00:00,21.82,,759,20,0,19050,18.8,1.0,0.0,31,0,3,OWN,,,,,6,B1
0,5000.0,36,10.99,163.67,4.0,0,1,0,0,0,0,Source Verified,0,0,1,2015-01-11 00:00:00,25.06,660.0,664,19,1,13908,62.6,0.0,1.0,35,-1,2,RENT,,,,,9,B4
0,7200.0,36,9.75,231.48,10.0,1,0,0,0,0,0,Not Verified,0,1,0,2016-01-03 00:00:00,9.17,,664,6,0,3989,40.7,2.0,0.0,49,-1,1,MORTGAGE,,,,,8,B3
0,9600.0,36,8.19,301.68,4.0,0,1,0,0,0,0,Source Verified,0,0,1,2015-01-01 00:00:00,13.95,675.0,679,11,1,8006,36.4,1.0,1.0,24,-1,2,RENT,,,,,5,A5
0,10800.0,60,11.99,240.19,0.0,0,1,0,0,0,0,Not Verified,0,1,0,2017-01-10 00:00:00,6.45,,724,15,0,5903,44.1,0.0,0.0,25,1,2,RENT,,,,,10,B5
0,17625.0,36,7.9,551.5,2.0,1,0,0,0,0,0,Source Verified,0,0,1,2012-01-09 00:00:00,14.29,,754,11,0,1136,4.1,0.0,0.0,29,0,1,MORTGAGE,,,,,4,A4
1,16075.0,60,24.5,467.13,10.0,1,0,0,0,0,0,Source Verified,0,0,1,2015-01-05 00:00:00,22.74,,679,9,0,13433,64.9,0.0,0.0,37,-1,1,MORTGAGE,,,,,28,F3
1,9000.0,36,16.29,317.71,9.0,0,1,0,0,0,0,Verified,1,0,0,2014-01-07 00:00:00,5.2,,714,2,0,2207,61.3,0.0,0.0,30,0,2,RENT,,,,,17,D2
0,33000.0,36,11.14,1082.57,5.0,1,0,0,0,0,0,Verified,1,0,0,2013-01-03 00:00:00,20.62,725.0,729,10,0,39212,86.8,10.0,0.0,23,0,1,MORTGAGE,,,,,7,B2
0,35000.0,60,20.49,936.86,10.0,1,0,0,0,0,0,Source Verified,0,0,1,2012-01-08 00:00:00,25.84,720.0,724,11,0,53401,84.4,5.0,0.0,25,0,1,MORTGAGE,,,,,21,E1
0,10000.0,60,18.84,258.53,10.0,1,0,0,0,0,0,Source Verified,0,0,1,2015-01-02 00:00:00,12.16,675.0,679,7,0,3794,20.3,1.0,0.0,45,0,1,MORTGAGE,,,,,22,E2
0,5500.0,36,7.26,170.48,5.0,1,0,0,0,0,0,Not Verified,0,1,0,2015-01-12 00:00:00,16.39,800.0,804,11,0,3511,18.1,2.0,0.0,21,-1,1,MORTGAGE,,,,,4,A4
0,10000.0,36,15.59,349.55,5.0,0,1,0,0,0,0,Source Verified,0,0,1,2016-01-06 00:00:00,20.34,,664,6,0,6321,64.5,0.0,0.0,27,0,2,RENT,,,,,15,C5
0,10000.0,36,5.32,301.15,,1,0,0,0,0,0,Not Verified,0,1,0,2016-01-11 00:00:00,16.04,,744,14,0,28142,41.3,3.0,0.0,36,-2,1,MORTGAGE,,,,,1,A1
1,11750.0,60,16.24,287.24,1.0,0,1,0,0,0,0,Source Verified,0,0,1,2014-01-02 00:00:00,15.56,700.0,704,7,0,23006,66.9,1.0,0.0,46,1,2,RENT,,,,,15,C5
0,12000.0,36,18.55,437.15,10.0,1,0,0,0,0,0,Not Verified,0,1,0,2012-01-07 00:00:00,15.81,660.0,664,10,0,34249,94.3,7.0,0.0,38,0,1,MORTGAGE,,,,,19,D4
0,2000.0,36,10.49,65.0,10.0,1,0,0,0,0,0,Source Verified,0,0,1,2017-01-04 00:00:00,21.3,675.0,679,14,0,30383,61.6,2.0,0.0,39,0,1,MORTGAGE,,,,,7,B2
0,28000.0,60,14.33,656.32,10.0,1,0,0,0,0,0,Source Verified,0,0,1,2013-01-01 00:00:00,10.66,,709,9,0,29927,80.9,3.0,0.0,37,-1,1,MORTGAGE,,,,,11,C1
0,11500.0,36,19.2,422.71,8.0,0,1,0,0,0,0,Source Verified,0,0,1,2013-01-10 00:00:00,8.34,,694,3,0,9890,72.2,0.0,0.0,49,-1,2,RENT,,,,,18,D3
1,-6550.0,36,25.82,263.28,3.0,0,1,0,0,0,0,Not Verified,0,1,0,2017-01-10 00:00:00,2.44,720.0,724,6,0,1326,13.3,0.0,0.0,44,0,2,RENT,,,,,24,E4
1,33000.0,60,19.99,874.12,10.0,0,0,1,0,0,0,Source Verified,0,0,1,2015-01-08 00:00:00,31.89,665.0,669,16,0,41092,72.3,0.0,0.0,41,0,3,OWN,,,,,24,E4
0,9600.0,36,12.99,323.42,4.0,1,0,0,0,0,0,Not Verified,0,1,0,2015-01-01 00:00:00,31.52,665.0,669,18,1,11594,56.3,0.0,1.0,37,-1,1,MORTGAGE,,,,,12,C2
0,7000.0,36,14.65,241.46,4.0,0,1,0,0,0,0,Verified,1,0,0,2015-01-08 00:00:00,19.89,690.0,694,18,0,16614,39.7,0.0,0.0,29,-1,2,RENT,,,,,15,C5
1,25000.0,60,10.49,537.23,10.0,1,0,0,0,0,0,Verified,1,0,0,2016-01-11 00:00:00,31.76,,699,14,0,86276,79.0,6.0,0.0,29,0,1,MORTGAGE,,,,,7,B2
0,6000.0,36,15.61,209.79,2.0,0,0,1,0,0,0,Source Verified,0,0,1,2015-01-02 00:00:00,10.31,,664,7,1,3849,62.1,0.0,0.0,41,2,3,OWN,,,,,16,D1
0,16000.0,36,8.19,502.79,2.0,0,1,0,0,0,0,Source Verified,0,0,1,2015-01-01 00:00:00,19.43,710.0,714,17,0,24673,46.6,0.0,0.0,33,0,2,RENT,,,,,5,A5
0,25975.0,36,9.25,829.03,10.0,0,1,0,0,0,0,Verified,1,0,0,2013-01-10 00:00:00,28.9,755.0,759,14,0,23961,47.3,0.0,0.0,53,0,2,RENT,,,,,5,A5
1,15000.0,36,19.42,553.04,10.0,0,1,0,0,0,0,Verified,1,0,0,2018-01-04 00:00:00,28.91,715.0,719,12,0,4722,13.8,0.0,0.0,45,1,2,RENT,,,,,18,D3
1,20000.0,60,16.49,491.59,3.0,0,1,0,0,0,0,Source Verified,0,0,1,2015-01-02 00:00:00,26.64,685.0,689,12,0,10325,59.7,0.0,0.0,47,0,2,RENT,,,,,18,D3
0,6000.0,36,9.99,193.58,0.0,0,0,1,0,0,0,Source Verified,0,0,1,2015-01-06 00:00:00,6.53,685.0,689,3,0,4805,96.1,0.0,0.0,28,2,3,OWN,,,,,8,B3
0,8000.0,36,9.99,258.1,10.0,0,1,0,0,0,0,Not Verified,0,1,0,2015-01-09 00:00:00,29.6,,664,11,0,8304,65.0,0.0,0.0,23,1,2,RENT,,,,,8,B3
0,10200.0,36,22.99,394.79,0.0,0,0,1,0,0,0,Source Verified,0,0,1,2015-01-02 00:00:00,22.36,670.0,674,9,0,22859,74.5,0.0,0.0,28,-1,3,OWN,,,,,26,F1
0,6500.0,36,11.48,214.29,,1,0,0,0,0,0,Verified,1,0,0,2015-01-12 00:00:00,24.35,710.0,714,14,1,8150,43.1,1.0,1.0,39,-2,1,MORTGAGE,,,,,10,B5
0,-5700.0,36,6.49,174.68,6.0,1,0,0,0,0,0,Source Verified,0,0,1,2016-01-03 00:00:00,12.59,740.0,744,8,0,7332,34.9,0.0,0.0,29,0,1,MORTGAGE,,,,,2,A2
0,15000.0,36,5.32,451.73,10.0,1,0,0,0,0,0,Source Verified,0,0,1,2016-01-06 00:00:00,15.44,,734,18,0,6339,15.5,2.0,0.0,27,1,1,MORTGAGE,,,,,1,A1
0,5000.0,36,11.53,164.96,3.0,0,1,0,0,0,0,Not Verified,0,1,0,2015-01-04 00:00:00,27.03,665.0,669,11,0,15313,59.1,0.0,0.0,31,-1,2,RENT,,,,,10,B5
0,20100.0,60,21.98,554.92,10.0,0,1,0,0,0,0,Verified,1,0,0,2013-01-05 00:00:00,9.96,695.0,699,6,0,26498,87.2,2.0,0.0,23,1,2,RENT,,,,,24,E4
0,20000.0,36,8.9,635.07,10.0,1,0,0,0,0,0,Verified,1,0,0,2013-01-09 00:00:00,31.88,740.0,744,11,0,13848,44.0,5.0,0.0,26,0,1,MORTGAGE,,,,,5,A5
1,12000.0,36,9.99,387.15,10.0,1,0,0,0,0,0,Source Verified,0,0,1,2015-01-09 00:00:00,15.75,685.0,689,12,0,13249,50.2,1.0,0.0,38,0,1,MORTGAGE,,,,,8,B3
0,-16500.0,36,6.03,502.19,10.0,0,0,1,0,0,0,Source Verified,0,0,1,2014-01-11 00:00:00,15.43,725.0,729,15,0,1422,12.1,4.0,0.0,31,0,3,OWN,,,,,1,A1
0,12000.0,36,18.25,435.34,2.0,1,0,0,0,0,0,Source Verified,0,0,1,2015-01-10 00:00:00,16.22,670.0,674,8,0,2175,45.3,1.0,0.0,40,-1,1,MORTGAGE,,,,,21,E1
0,15600.0,36,6.03,474.8,2.0,1,0,0,0,0,0,Source Verified,0,0,1,2013-01-12 00:00:00,8.31,,804,16,0,1455,4.4,1.0,0.0,25,0,1,MORTGAGE,,,,,1,A1
1,24925.0,60,25.89,744.65,10.0,0,1,0,0,0,0,Source Verified,0,0,1,2014-01-10 00:00:00,27.92,660.0,664,17,0,16256,80.5,0.0,0.0,29,0,2,RENT,,,,,33,G3
0,-12000.0,36,17.14,428.67,10.0,1,0,0,0,0,0,Verified,1,0,0,2014-01-12 00:00:00,19.08,665.0,669,8,4,4314,59.1,1.0,4.0,44,-1,1,MORTGAGE,,,,,19,D4
1,20500.0,60,22.47,571.68,10.0,1,0,0,0,0,0,Verified,1,0,0,2012-01-10 00:00:00,19.71,675.0,679,10,0,13552,94.8,1.0,0.0,35,-2,1,MORTGAGE,,,,,25,E5
0,12600.0,36,19.99,468.2,8.0,1,0,0,0,0,0,Not Verified,0,1,0,2014-01-11 00:00:00,24.49,660.0,664,13,0,13283,61.8,3.0,0.0,27,0,1,MORTGAGE,,,,,23,E3
1,-3500.0,36,12.74,117.5,8.0,1,0,0,0,0,0,Not Verified,0,1,0,2016-01-11 00:00:00,8.16,665.0,669,5,0,9176,74.0,0.0,0.0,30,0,1,MORTGAGE,,,,,11,C1
0,26975.0,60,26.06,808.61,8.0,1,0,0,0,0,0,Source Verified,0,0,1,2014-01-06 00:00:00,19.49,660.0,664,10,0,19213,73.1,0.0,0.0,49,2,1,MORTGAGE,,,,,35,G5
0,15000.0,60,18.25,382.95,9.0,1,0,0,0,0,0,Verified,1,0,0,2016-01-02 00:00:00,26.72,670.0,674,12,0,13811,60.0,2.0,0.0,35,0,1,MORTGAGE,,,,,18,D3
0,18000.0,60,13.67,415.76,7.0,0,1,0,0,0,0,Not Verified,0,1,0,2016-01-04 00:00:00,18.27,685.0,689,7,0,15509,63.0,0.0,0.0,25,0,2,RENT,,,,,13,C3
0,20500.0,60,17.99,520.46,4.0,1,0,0,0,0,0,Verified,1,0,0,2011-01-05 00:00:00,18.47,685.0,689,12,0,20694,71.8,0.0,0.0,32,0,1,MORTGAGE,,,,,21,E1
1,33125.0,36,19.19,1217.42,10.0,1,0,0,0,0,0,Verified,1,0,0,2015-01-05 00:00:00,9.7,685.0,689,15,0,27248,58.3,2.0,0.0,40,0,1,MORTGAGE,,,,,23,E3
0,24000.0,36,6.99,740.95,2.0,0,1,0,0,0,0,Source Verified,0,0,1,2014-01-11 00:00:00,18.82,700.0,704,20,0,35660,44.9,0.0,0.0,38,0,2,RENT,,,,,3,A3
0,20000.0,60,18.99,518.71,2.0,0,1,0,0,0,0,Verified,1,0,0,2016-01-04 00:00:00,33.17,665.0,669,14,0,18916,80.5,1.0,0.0,39,1,2,RENT,,,,,19,D4
0,10000.0,36,11.47,329.62,4.0,0,1,0,0,0,0,Verified,1,0,0,2016-01-02 00:00:00,12.6,670.0,674,11,0,15707,53.6,0.0,0.0,25,2,2,RENT,,,,,10,B5
0,12000.0,36,7.62,373.94,1.0,0,1,0,0,0,0,Not Verified,0,1,0,2014-01-02 00:00:00,22.5,745.0,749,10,0,18007,25.4,0.0,0.0,44,-1,2,RENT,,,,,3,A3
1,27450.0,36,23.43,1068.75,0.0,0,1,0,0,0,0,Verified,1,0,0,2014-01-10 00:00:00,36.2,720.0,724,7,0,4867,59.4,0.0,0.0,49,1,2,RENT,,,,,26,F1
0,7000.0,36,7.62,218.13,10.0,1,0,0,0,0,0,Not Verified,0,1,0,2014-01-02 00:00:00,12.79,,729,8,0,31239,37.0,4.0,0.0,21,1,1,MORTGAGE,,,,,3,A3
1,18000.0,60,16.59,443.39,6.0,1,0,0,0,0,0,Source Verified,0,0,1,2014-01-04 00:00:00,15.08,715.0,719,9,0,34296,71.7,2.0,0.0,37,0,1,MORTGAGE,,,,,16,D1
0,12000.0,60,12.99,272.98,10.0,0,1,0,0,0,0,Verified,1,0,0,2014-01-06 00:00:00,4.79,675.0,679,6,0,8343,45.3,0.0,0.0,41,-1,2,RENT,,,,,11,C1
0,-8950.0,36,11.89,296.82,2.0,1,0,0,0,0,0,Verified,1,0,0,2009-01-01 00:00:00,21.24,700.0,704,17,0,50822,70.0,0.0,0.0,24,0,1,MORTGAGE,,,,,9,B4
0,5000.0,36,7.89,156.43,7.0,1,0,0,0,0,0,Not Verified,0,1,0,2015-01-03 00:00:00,23.6,700.0,704,12,1,9744,49.5,3.0,1.0,26,2,1,MORTGAGE,,,,,5,A5
1,7500.0,36,14.65,258.71,0.0,0,1,0,0,0,0,Source Verified,0,0,1,2015-01-07 00:00:00,30.42,675.0,679,15,0,10919,64.2,0.0,0.0,54,0,2,RENT,,,,,15,C5
0,32000.0,36,12.69,1073.44,10.0,0,1,0,0,0,0,Verified,1,0,0,2015-01-10 00:00:00,31.29,705.0,709,10,0,20731,79.4,0.0,0.0,43,0,2,RENT,,,,,12,C2
0,15000.0,36,13.61,509.83,10.0,0,0,1,0,0,0,Verified,1,0,0,2010-01-08 00:00:00,9.69,695.0,699,15,0,34415,49.3,0.0,0.0,56,-1,3,OWN,,,,,12,C2
0,11000.0,36,12.12,365.99,10.0,0,1,0,0,0,0,Not Verified,0,1,0,2013-01-02 00:00:00,14.23,715.0,719,9,0,13316,65.3,0.0,0.0,46,-1,2,RENT,,,,,8,B3
0,16000.0,60,16.02,389.26,10.0,1,0,0,0,0,0,Not Verified,0,1,0,2017-01-07 00:00:00,12.34,670.0,674,13,0,16278,87.2,2.0,0.0,27,0,1,MORTGAGE,,,,,15,C5
0,3500.0,36,9.91,112.79,10.0,0,1,0,0,0,0,Not Verified,0,1,0,2011-01-11 00:00:00,20.71,695.0,699,6,0,18140,78.2,0.0,0.0,41,0,2,RENT,,,,,6,B1
0,20000.0,36,13.65,680.16,8.0,0,1,0,0,0,0,Source Verified,0,0,1,2014-01-05 00:00:00,16.73,,684,8,0,5189,50.4,0.0,0.0,33,0,2,RENT,,,,,11,C1
1,10875.0,36,19.99,404.1,,0,1,0,0,0,0,Verified,1,0,0,2014-01-11 00:00:00,23.22,680.0,684,10,0,21140,65.9,1.0,0.0,40,0,2,RENT,,,,,23,E3
1,2500.0,36,15.61,87.42,2.0,1,0,0,0,0,0,Source Verified,0,0,1,2015-01-07 00:00:00,21.9,670.0,674,15,0,11161,75.9,1.0,0.0,52,0,1,MORTGAGE,,,,,16,D1
0,25000.0,36,8.39,787.92,10.0,0,1,0,0,0,0,Source Verified,0,0,1,2014-01-08 00:00:00,10.37,715.0,719,5,0,29020,61.1,2.0,0.0,31,-1,2,RENT,,,,,5,A5
0,6400.0,36,17.47,229.68,3.0,0,1,0,0,0,0,Verified,1,0,0,2018-01-04 00:00:00,21.83,675.0,679,7,0,1971,50.5,0.0,0.0,37,0,2,RENT,,,,,16,D1
0,10000.0,36,14.48,344.12,4.0,0,1,0,0,0,0,Verified,1,0,0,2015-01-12 00:00:00,26.25,700.0,704,28,1,11326,23.9,1.0,1.0,39,-1,2,RENT,,,,,15,C5
1,30000.0,60,22.45,836.27,10.0,1,0,0,0,0,0,Verified,1,0,0,2016-01-03 00:00:00,16.72,710.0,714,8,0,38944,21.1,2.0,0.0,39,0,1,MORTGAGE,,,,,25,E5
0,9000.0,36,15.22,312.96,10.0,0,1,0,0,0,0,Not Verified,0,1,0,2013-01-08 00:00:00,18.2,665.0,669,8,0,10173,84.1,0.0,0.0,48,0,2,RENT,,,,,13,C3
0,-7200.0,36,8.19,226.26,10.0,0,1,0,0,0,0,Verified,1,0,0,2014-01-11 00:00:00,9.61,690.0,694,12,0,7981,38.0,0.0,0.0,41,0,2,RENT,,,,,5,A5
0,17500.0,36,6.24,534.29,2.0,1,0,0,0,0,0,Not Verified,0,1,0,2015-01-10 00:00:00,3.82,,729,5,0,679,1.9,8.0,0.0,49,0,1,MORTGAGE,,,,,2,A2
0,1200.0,36,11.67,39.67,3.0,0,1,0,0,0,0,Not Verified,0,1,0,2014-01-10 00:00:00,15.66,670.0,674,9,0,4973,68.1,0.0,0.0,41,0,2,RENT,,,,,9,B4
1,5000.0,36,10.99,163.67,5.0,1,0,0,0,0,0,Verified,1,0,0,2016-01-07 00:00:00,28.73,,724,8,1,11784,42.4,3.0,0.0,41,0,1,MORTGAGE,,,,,9,B4
0,25000.0,36,17.57,898.43,0.0,1,0,0,0,0,0,Source Verified,0,0,1,2015-01-07 00:00:00,14.06,665.0,669,11,1,3464,25.1,9.0,1.0,46,1,1,MORTGAGE,,,,,19,D4
0,14000.0,36,28.69,584.33,1.0,1,0,0,0,0,0,Source Verified,0,0,1,2017-01-01 00:00:00,24.26,675.0,679,27,0,66219,20.2,2.0,0.0,32,2,1,MORTGAGE,,,,,26,F1
1,7000.0,36,13.67,238.13,10.0,1,0,0,0,0,0,Source Verified,0,0,1,2013-01-11 00:00:00,15.99,725.0,729,8,0,8332,40.1,1.0,0.0,30,-1,1,MORTGAGE,,,,,10,B5
0,7000.0,36,7.9,219.04,10.0,0,1,0,0,0,0,Not Verified,0,1,0,2013-01-11 00:00:00,14.37,695.0,699,5,1,6959,38.0,0.0,1.0,37,2,2,RENT,,,,,4,A4
1,14200.0,60,28.99,450.65,,1,0,0,0,0,0,Verified,1,0,0,2016-01-01 00:00:00,33.45,665.0,669,12,0,13202,71.0,3.0,0.0,30,0,1,MORTGAGE,,,,,35,G5
1,28000.0,60,14.65,660.99,8.0,1,0,0,0,0,0,Source Verified,0,0,1,2015-01-04 00:00:00,31.19,695.0,699,14,0,37233,82.7,1.0,0.0,27,0,1,MORTGAGE,,,,,15,C5
0,10000.0,36,10.99,327.34,10.0,1,0,0,0,0,0,Source Verified,0,0,1,2015-01-05 00:00:00,24.91,680.0,684,15,1,22564,74.5,0.0,0.0,31,-2,1,MORTGAGE,,,,,9,B4
1,10150.0,36,14.65,350.12,10.0,1,0,0,0,0,0,Verified,1,0,0,2015-01-10 00:00:00,29.64,675.0,679,14,0,10791,56.0,2.0,0.0,50,1,1,MORTGAGE,,,,,15,C5
0,3000.0,36,16.02,105.51,10.0,1,0,0,0,0,0,Verified,1,0,0,2017-01-07 00:00:00,19.92,660.0,664,8,1,542,7.3,3.0,1.0,35,0,1,MORTGAGE,,,,,15,C5
1,12400.0,60,14.65,292.73,10.0,1,0,0,0,0,0,Not Verified,0,1,0,2015-01-05 00:00:00,33.98,700.0,704,16,0,26022,68.5,3.0,0.0,50,0,1,MORTGAGE,,,,,15,C5
0,36525.0,36,12.99,1230.5,10.0,1,0,0,0,0,0,Source Verified,0,0,1,2016-01-04 00:00:00,26.27,685.0,689,15,0,41036,53.4,6.0,0.0,28,0,1,MORTGAGE,,,,,12,C2
0,-28000.0,36,13.99,956.84,0.0,1,0,0,0,0,0,Not Verified,0,1,0,2015-01-08 00:00:00,19.86,,704,14,0,38806,57.7,4.0,0.0,44,3,1,MORTGAGE,,,,,14,C4
0,23050.0,36,12.99,776.54,1.0,1,0,0,0,0,0,Source Verified,0,0,1,2015-01-01 00:00:00,27.2,665.0,669,23,0,28324,65.0,2.0,0.0,36,0,1,MORTGAGE,,,,,12,C2
0,8000.0,36,13.59,271.84,9.0,1,0,0,0,0,0,Source Verified,0,0,1,2017-01-08 00:00:00,13.58,715.0,719,10,0,3272,24.1,0.0,0.0,25,0,1,MORTGAGE,,,,,12,C2
1,10000.0,36,10.99,327.34,2.0,1,0,0,0,0,0,Not Verified,0,1,0,2015-01-10 00:00:00,19.97,710.0,714,14,1,10715,36.8,2.0,1.0,26,-1,1,MORTGAGE,,,,,9,B4
0,9750.0,36,10.16,315.34,10.0,0,0,1,0,0,0,Not Verified,0,1,0,2012-01-11 00:00:00,27.24,,714,8,0,17302,51.2,0.0,0.0,22,0,3,OWN,,,,,6,B1
0,8950.0,36,19.53,330.48,2.0,1,0,0,0,0,0,Source Verified,0,0,1,2016-01-03 00:00:00,6.64,,679,4,2,2866,50.3,1.0,2.0,46,1,1,MORTGAGE,,,,,20,D5
0,27000.0,36,13.35,914.3,4.0,0,1,0,0,0,0,Source Verified,0,0,1,2014-01-07 00:00:00,19.31,660.0,664,11,0,20050,81.2,3.0,0.0,23,2,2,RENT,,,,,12,C2
0,12000.0,36,8.39,378.2,10.0,1,0,0,0,0,0,Not Verified,0,1,0,2014-01-10 00:00:00,22.3,720.0,724,13,0,13737,39.8,2.0,0.0,24,-1,1,MORTGAGE,,,,,5,A5
0,2500.0,36,5.32,75.29,10.0,1,0,0,0,0,0,Source Verified,0,0,1,2016-01-11 00:00:00,8.69,810.0,814,13,0,4546,5.4,2.0,0.0,26,0,1,MORTGAGE,,,,,1,A1
0,10000.0,36,19.52,369.2,0.0,1,0,0,0,0,0,Verified,1,0,0,2014-01-10 00:00:00,36.56,,699,22,0,35737,35.1,2.0,0.0,24,0,1,MORTGAGE,,,,,22,E2
0,-21050.0,60,20.99,569.36,,1,0,0,0,0,0,Verified,1,0,0,2015-01-09 00:00:00,28.24,700.0,704,16,0,64823,92.9,4.0,0.0,36,0,1,MORTGAGE,,,,,25,E5
0,12000.0,36,11.53,395.89,6.0,0,0,1,0,0,0,Not Verified,0,1,0,2015-01-08 00:00:00,21.23,670.0,674,12,0,8007,69.6,0.0,0.0,31,-1,3,OWN,,,,,10,B5
0,10400.0,36,13.49,352.88,0.0,0,1,0,0,0,0,Verified,1,0,0,2012-01-01 00:00:00,14.47,,694,11,0,15884,79.0,0.0,0.0,35,0,2,RENT,,,,,11,C1
0,6000.0,36,8.08,188.24,3.0,0,1,0,0,0,0,Source Verified,0,0,1,2018-01-05 00:00:00,26.04,695.0,699,22,0,6443,26.1,0.0,0.0,57,0,2,RENT,,,,,5,A5
0,2200.0,36,11.49,72.54,10.0,1,0,0,0,0,0,Source Verified,0,0,1,2016-01-12 00:00:00,0.0,,749,4,0,0,0.0,1.0,0.0,30,1,1,MORTGAGE,,,,,10,B5
0,15000.0,36,11.99,498.15,5.0,1,0,0,0,0,0,Verified,1,0,0,2014-01-04 00:00:00,21.34,710.0,714,13,0,5109,31.3,2.0,0.0,26,0,1,MORTGAGE,,,,,8,B3
0,16000.0,36,9.17,510.07,1.0,1,0,0,0,0,0,Not Verified,0,1,0,2014-01-06 00:00:00,20.66,725.0,729,18,0,17816,35.1,1.0,0.0,40,0,1,MORTGAGE,,,,,6,B1
0,-12000.0,36,13.67,408.22,1.0,1,0,0,0,0,0,Not Verified,0,1,0,2016-01-03 00:00:00,8.08,665.0,669,14,0,12916,65.9,2.0,0.0,41,1,1,MORTGAGE,,,,,13,C3
0,16000.0,36,11.99,531.36,10.0,0,0,1,0,0,0,Not Verified,0,1,0,2014-01-02 00:00:00,26.9,665.0,669,8,0,8603,84.3,0.0,0.0,33,-1,3,OWN,,,,,8,B3
